,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID,track Number
Through The Storm___Don Diablo,0.698,0.69,2.0,-6.397,0.0,0.316,0.543,0.0,0.0924,0.39,109.903,audio_features,3CbqAQnT7oU23IvtcHO0k1,spotify:track:3CbqAQnT7oU23IvtcHO0k1,https://api.spotify.com/v1/tracks/3CbqAQnT7oU23IvtcHO0k1,https://api.spotify.com/v1/audio-analysis/3CbqAQnT7oU23IvtcHO0k1,133091.0,4.0,Through The Storm,4symFkdIp5MM4yxpQITTMb,223
Motherboard___Daft Punk,0.548,0.707,4.0,-14.902,0.0,0.0352,0.512,0.922,0.105,0.284,103.009,audio_features,79koEJRtKOOGJ0VSAF3FMk,spotify:track:79koEJRtKOOGJ0VSAF3FMk,https://api.spotify.com/v1/tracks/79koEJRtKOOGJ0VSAF3FMk,https://api.spotify.com/v1/audio-analysis/79koEJRtKOOGJ0VSAF3FMk,341653.0,4.0,Random Access Memories,4m2880jivSbbyEGAKfITCa,224
Too Much To Ask___Don Diablo,0.693,0.689,5.0,-5.49,1.0,0.077,0.103,0.0,0.111,0.4,102.035,audio_features,6M0RLlETmRWBLRkuwohvE5,spotify:track:6M0RLlETmRWBLRkuwohvE5,https://api.spotify.com/v1/tracks/6M0RLlETmRWBLRkuwohvE5,https://api.spotify.com/v1/audio-analysis/6M0RLlETmRWBLRkuwohvE5,190588.0,4.0,Too Much To Ask,2xS687Mvbmfl1l0D7VowMQ,225
Aurora___K-391,0.498,0.689,6.0,-5.849,0.0,0.0772,0.0784,0.0,0.188,0.176,143.804,audio_features,5XND8aufA4UvtqAgARcjfN,spotify:track:5XND8aufA4UvtqAgARcjfN,https://api.spotify.com/v1/tracks/5XND8aufA4UvtqAgARcjfN,https://api.spotify.com/v1/audio-analysis/5XND8aufA4UvtqAgARcjfN,164167.0,4.0,Aurora,25DMpXc3h4lBPIwBRvCEiI,226
Mama - Syn Cole Remix___Jonas Blue,0.787,0.796,11.0,-3.551,0.0,0.0429,0.0286,0.0,0.0909,0.634,126.032,audio_features,3NFvv5bC6HWtxUftIBm8Qd,spotify:track:3NFvv5bC6HWtxUftIBm8Qd,https://api.spotify.com/v1/tracks/3NFvv5bC6HWtxUftIBm8Qd,https://api.spotify.com/v1/audio-analysis/3NFvv5bC6HWtxUftIBm8Qd,179888.0,4.0,Mama (Remixes),1eDBHbgNyQxfiG3erm7mH1,227
Love Me Harder___Ariana Grande,0.472,0.714,1.0,-4.389,0.0,0.0334,0.00937,0.0,0.0764,0.24,98.992,audio_features,5J4ZkQpzMUFojo1CtAZYpn,spotify:track:5J4ZkQpzMUFojo1CtAZYpn,https://api.spotify.com/v1/tracks/5J4ZkQpzMUFojo1CtAZYpn,https://api.spotify.com/v1/audio-analysis/5J4ZkQpzMUFojo1CtAZYpn,236133.0,4.0,My Everything (Deluxe),6EVYTRG1drKdO8OnIQBeEj,228
Something Light___Guzimi,0.731,0.364,0.0,-13.366,1.0,0.16,0.893,0.935,0.192,0.752,138.012,audio_features,5KExA1UDxPw4gJNkqoHPPd,spotify:track:5KExA1UDxPw4gJNkqoHPPd,https://api.spotify.com/v1/tracks/5KExA1UDxPw4gJNkqoHPPd,https://api.spotify.com/v1/audio-analysis/5KExA1UDxPw4gJNkqoHPPd,125217.0,4.0,Something Light,0AlLpK6PfKoHDaAFjdtm8S,229
Heart of the Ocean___Kainbeats,0.7,0.0601,4.0,-18.214,0.0,0.0424,0.953,0.963,0.109,0.201,132.008,audio_features,2OQBMk1LZIMw67MfHEe8Tg,spotify:track:2OQBMk1LZIMw67MfHEe8Tg,https://api.spotify.com/v1/tracks/2OQBMk1LZIMw67MfHEe8Tg,https://api.spotify.com/v1/audio-analysis/2OQBMk1LZIMw67MfHEe8Tg,146520.0,4.0,Atlantis,5iLhC7OUCeR51VC7QVwL8y,230
85%___Loote,0.574,0.651,7.0,-7.585,1.0,0.046,0.346,0.0,0.149,0.368,140.017,audio_features,5teOR8KU4XNWY2WlVUDiIR,spotify:track:5teOR8KU4XNWY2WlVUDiIR,https://api.spotify.com/v1/tracks/5teOR8KU4XNWY2WlVUDiIR,https://api.spotify.com/v1/audio-analysis/5teOR8KU4XNWY2WlVUDiIR,174107.0,4.0,lost,0hc021mB0QDSF4uCTr3Ki7,231
Looking At You (feat. Sam Vesso)___Two Friends,0.652,0.815,8.0,-3.784,1.0,0.131,0.136,0.0,0.0844,0.794,121.969,audio_features,2IBzArIJ2ognJz1EZinuPg,spotify:track:2IBzArIJ2ognJz1EZinuPg,https://api.spotify.com/v1/tracks/2IBzArIJ2ognJz1EZinuPg,https://api.spotify.com/v1/audio-analysis/2IBzArIJ2ognJz1EZinuPg,153789.0,4.0,Looking At You (feat. Sam Vesso),5StJRMYkJlO8bWSgoZRQX3,232
Creatures Of The Night___Hardwell,0.388,0.759,5.0,-5.293,1.0,0.274,0.344,0.0,0.114,0.286,75.085,audio_features,7E12QRk94o3DBLzkySXFqn,spotify:track:7E12QRk94o3DBLzkySXFqn,https://api.spotify.com/v1/tracks/7E12QRk94o3DBLzkySXFqn,https://api.spotify.com/v1/audio-analysis/7E12QRk94o3DBLzkySXFqn,180800.0,4.0,Creatures Of The Night,7HI8FV1jm7tpJRGcjrzOEE,233
Over Now (with The Weeknd)___Calvin Harris,0.612,0.884,4.0,-4.113,0.0,0.0454,0.0759,0.00132,0.247,0.679,178.043,audio_features,58AGoOGbwsQMhBbH0eFLRR,spotify:track:58AGoOGbwsQMhBbH0eFLRR,https://api.spotify.com/v1/tracks/58AGoOGbwsQMhBbH0eFLRR,https://api.spotify.com/v1/audio-analysis/58AGoOGbwsQMhBbH0eFLRR,210795.0,4.0,Over Now (with The Weeknd),3GPiefSRSOxqTrgKJIB7RL,234
Close Your Eyes___cxlt.,0.159,0.893,7.0,-22.699,1.0,0.0706,0.0833,0.000191,0.9,0.00864,129.389,audio_features,0zuzKIuXULbCU39QfpYRSL,spotify:track:0zuzKIuXULbCU39QfpYRSL,https://api.spotify.com/v1/tracks/0zuzKIuXULbCU39QfpYRSL,https://api.spotify.com/v1/audio-analysis/0zuzKIuXULbCU39QfpYRSL,153066.0,4.0,Clarity Sounds,21tV2UkV89dJnIDZqrST9b,235
Nightfall___Kurt Stewart,0.684,0.799,8.0,-6.238,1.0,0.346,0.152,0.0,0.376,0.677,82.304,audio_features,3FhkKBQ3eqc5Z3VZBHFQ6f,spotify:track:3FhkKBQ3eqc5Z3VZBHFQ6f,https://api.spotify.com/v1/tracks/3FhkKBQ3eqc5Z3VZBHFQ6f,https://api.spotify.com/v1/audio-analysis/3FhkKBQ3eqc5Z3VZBHFQ6f,143273.0,4.0,The Last Slimeto Sampler,3S8yHRsyel6ATHtZdwZyFq,236
One Right Now (with The Weeknd)___Post Malone,0.687,0.781,1.0,-4.806,1.0,0.053,0.0361,0.0,0.0755,0.688,97.014,audio_features,00Blm7zeNqgYLPtW6zg8cj,spotify:track:00Blm7zeNqgYLPtW6zg8cj,https://api.spotify.com/v1/tracks/00Blm7zeNqgYLPtW6zg8cj,https://api.spotify.com/v1/audio-analysis/00Blm7zeNqgYLPtW6zg8cj,193507.0,4.0,One Right Now,6fgSKdHloRioPrZ9oJC7FH,237
New___Daya,0.621,0.73,5.0,-5.414,0.0,0.107,0.0967,0.000131,0.673,0.464,139.566,audio_features,0fv2KH6hac06J86hBUTcSf,spotify:track:0fv2KH6hac06J86hBUTcSf,https://api.spotify.com/v1/tracks/0fv2KH6hac06J86hBUTcSf,https://api.spotify.com/v1/audio-analysis/0fv2KH6hac06J86hBUTcSf,195320.0,4.0,IGOR,5zi7WsKlIiUXv09tbGLKsE,238
Mama (feat. Ellie Goulding)___Clean Bandit,0.737,0.714,1.0,-6.138,0.0,0.0367,0.225,3.79e-06,0.267,0.608,102.046,audio_features,3WDIhWoRWVcaHdRwMEHkkS,spotify:track:3WDIhWoRWVcaHdRwMEHkkS,https://api.spotify.com/v1/tracks/3WDIhWoRWVcaHdRwMEHkkS,https://api.spotify.com/v1/audio-analysis/3WDIhWoRWVcaHdRwMEHkkS,189973.0,4.0,What Is Love? (Deluxe Edition),1MvF4ulZKH7SaDQs9rE5nc,239
Alone (Naruto)___Kayou. Beats,0.544,0.395,0.0,-13.352,1.0,0.0369,0.707,0.907,0.121,0.17,80.025,audio_features,1jLYR6TvbvsgBaIHN72kFw,spotify:track:1jLYR6TvbvsgBaIHN72kFw,https://api.spotify.com/v1/tracks/1jLYR6TvbvsgBaIHN72kFw,https://api.spotify.com/v1/audio-analysis/1jLYR6TvbvsgBaIHN72kFw,144620.0,4.0,Anime Lofi Beats,5bzmWCADEiFQC7Ezyz61jH,240
Lucid Dreams___Juice WRLD,0.511,0.566,6.0,-7.23,0.0,0.2,0.349,0.0,0.34,0.218,83.903,audio_features,285pBltuF7vW8TeWk8hdRR,spotify:track:285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR,239836.0,4.0,Goodbye & Good Riddance,6tkjU4Umpo79wwkgPMV3nZ,241
"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse___Nicki Minaj",0.766,0.881,9.0,-5.158,0.0,0.137,0.0166,2.3e-06,0.347,0.674,112.027,audio_features,4Uy3kNxW2kB8AEoXljEcth,spotify:track:4Uy3kNxW2kB8AEoXljEcth,https://api.spotify.com/v1/tracks/4Uy3kNxW2kB8AEoXljEcth,https://api.spotify.com/v1/audio-analysis/4Uy3kNxW2kB8AEoXljEcth,174893.0,5.0,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),35s58BRTGAEWztPo9WqCIs,242
Finest Hour (feat. Abir)___Cash Cash,0.656,0.729,5.0,-4.223,0.0,0.0765,0.0789,0.0,0.133,0.438,95.974,audio_features,0p0ljM6RxgpGt7wthGqBZa,spotify:track:0p0ljM6RxgpGt7wthGqBZa,https://api.spotify.com/v1/tracks/0p0ljM6RxgpGt7wthGqBZa,https://api.spotify.com/v1/audio-analysis/0p0ljM6RxgpGt7wthGqBZa,215781.0,4.0,Finest Hour (feat. Abir),0XftTANTilREiQvG1h8rL0,243
Weekend___Louis The Child,0.684,0.774,7.0,-5.951,1.0,0.188,0.26,0.0,0.108,0.448,84.991,audio_features,1VCHNbal0VtE2plMRzvoho,spotify:track:1VCHNbal0VtE2plMRzvoho,https://api.spotify.com/v1/tracks/1VCHNbal0VtE2plMRzvoho,https://api.spotify.com/v1/audio-analysis/1VCHNbal0VtE2plMRzvoho,175059.0,4.0,Weekend,04aSmz3QKJZDy9llsMz7YU,244
Me and My Cello (Happy Together)___The Piano Guys,0.595,0.349,7.0,-8.656,0.0,0.0392,0.915,0.887,0.067,0.323,126.026,audio_features,6amWzecM9lo2uYpVOQCkEZ,spotify:track:6amWzecM9lo2uYpVOQCkEZ,https://api.spotify.com/v1/tracks/6amWzecM9lo2uYpVOQCkEZ,https://api.spotify.com/v1/audio-analysis/6amWzecM9lo2uYpVOQCkEZ,185840.0,4.0,The Piano Guys 2,5iCNAC5zJYnO90r0dcXq4u,245
Give Me Love___Don Diablo,0.661,0.921,6.0,-2.773,0.0,0.059,0.0196,1.65e-05,0.213,0.224,114.941,audio_features,6dnuiEx1GXh1G1Rpehj0Dn,spotify:track:6dnuiEx1GXh1G1Rpehj0Dn,https://api.spotify.com/v1/tracks/6dnuiEx1GXh1G1Rpehj0Dn,https://api.spotify.com/v1/audio-analysis/6dnuiEx1GXh1G1Rpehj0Dn,208435.0,4.0,FUTURE (Deluxe Edition),0hOcVr0YaFMYqIljOZ0Aht,246
Solar Eclipses___Hollywood Principle,0.65,0.698,8.0,-5.663,1.0,0.0607,0.0195,1.89e-06,0.261,0.222,130.038,audio_features,13LbTKrOAJUoqWwJHdeCja,spotify:track:13LbTKrOAJUoqWwJHdeCja,https://api.spotify.com/v1/tracks/13LbTKrOAJUoqWwJHdeCja,https://api.spotify.com/v1/audio-analysis/13LbTKrOAJUoqWwJHdeCja,209159.0,4.0,Solar Eclipses,2tlDrVUciEcTA3FFcyasX5,247
Collide - Afrojack Radio Edit___Leona Lewis,0.645,0.797,6.0,-3.646,1.0,0.0475,0.353,5.91e-05,0.163,0.333,127.998,audio_features,4DIMoR33ceg0RT15Btm1Qt,spotify:track:4DIMoR33ceg0RT15Btm1Qt,https://api.spotify.com/v1/tracks/4DIMoR33ceg0RT15Btm1Qt,https://api.spotify.com/v1/audio-analysis/4DIMoR33ceg0RT15Btm1Qt,236040.0,4.0,Collide (Afrojack Radio Edit),3qSlBjTSurODDZVeszLYAp,248
Hold Me Close (feat. Ella Henderson)___Sam Feldt,0.654,0.795,0.0,-4.419,1.0,0.0536,0.178,0.0,0.19,0.465,120.019,audio_features,24aN8j7dBw0FxxKUBlCtd6,spotify:track:24aN8j7dBw0FxxKUBlCtd6,https://api.spotify.com/v1/tracks/24aN8j7dBw0FxxKUBlCtd6,https://api.spotify.com/v1/audio-analysis/24aN8j7dBw0FxxKUBlCtd6,185750.0,4.0,Hold Me Close (feat. Ella Henderson),17S4c0rf1RXLZ0u4ez15E5,249
Feel Good___Felix Jaehn,0.818,0.705,6.0,-6.679,1.0,0.177,0.00836,0.00233,0.613,0.772,138.559,audio_features,0d28khcov6AiegSCpG5TuT,spotify:track:0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/tracks/0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/audio-analysis/0d28khcov6AiegSCpG5TuT,222640.0,4.0,Demon Days,0bUTHlWbkSQysoM3VsWldT,250
"Enzo (with Sheck Wes, feat. Offset, 21 Savage & Gucci Mane)___DJ Snake",0.785,0.726,2.0,-4.209,1.0,0.0387,0.0739,4.01e-06,0.316,0.181,119.963,audio_features,5w8wL9IpVlOerzOzOvkjvG,spotify:track:5w8wL9IpVlOerzOzOvkjvG,https://api.spotify.com/v1/tracks/5w8wL9IpVlOerzOzOvkjvG,https://api.spotify.com/v1/audio-analysis/5w8wL9IpVlOerzOzOvkjvG,248053.0,4.0,Carte Blanche,2MFS6WG6jnPAgvJpV3PehR,251
Motley Crew___Post Malone,0.797,0.631,3.0,-3.818,0.0,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915,audio_features,40uMIn2zJLAQhNXghRjBed,spotify:track:40uMIn2zJLAQhNXghRjBed,https://api.spotify.com/v1/tracks/40uMIn2zJLAQhNXghRjBed,https://api.spotify.com/v1/audio-analysis/40uMIn2zJLAQhNXghRjBed,184213.0,4.0,Motley Crew,4tokbQaFXRrq8keVGBD9vb,252
Talk About It___Mike Perry,0.677,0.594,2.0,-5.673,0.0,0.0319,0.0554,0.0,0.182,0.524,123.973,audio_features,68CwDQwKXMYLBLWI8ZfRMG,spotify:track:68CwDQwKXMYLBLWI8ZfRMG,https://api.spotify.com/v1/tracks/68CwDQwKXMYLBLWI8ZfRMG,https://api.spotify.com/v1/audio-analysis/68CwDQwKXMYLBLWI8ZfRMG,164537.0,4.0,Talk About It,1FpT2UrL4Fa69ORtdGqEfW,253
Hero (feat. Christina Perri)___Cash Cash,0.47,0.85,1.0,-2.825,0.0,0.0363,0.0627,0.0,0.118,0.148,149.876,audio_features,0jPU39bL0SrCmYc1RwbFkX,spotify:track:0jPU39bL0SrCmYc1RwbFkX,https://api.spotify.com/v1/tracks/0jPU39bL0SrCmYc1RwbFkX,https://api.spotify.com/v1/audio-analysis/0jPU39bL0SrCmYc1RwbFkX,197840.0,4.0,"Blood, Sweat & 3 Years",1TgJXcoFJ7BN0NiViN7wtx,254
Bad___Don Diablo,0.686,0.507,1.0,-7.097,1.0,0.0357,0.626,7.51e-05,0.383,0.69,168.955,audio_features,5CM4UuQ9Gnd6K2YyKGPMoK,spotify:track:5CM4UuQ9Gnd6K2YyKGPMoK,https://api.spotify.com/v1/tracks/5CM4UuQ9Gnd6K2YyKGPMoK,https://api.spotify.com/v1/audio-analysis/5CM4UuQ9Gnd6K2YyKGPMoK,232115.0,4.0,Bad Habit,69JpAhN3XgLkOsJ7MCtW4V,255
Who Do You Think Of?___M.O,0.574,0.886,2.0,-5.903,1.0,0.0677,0.00696,0.000658,0.353,0.822,119.987,audio_features,0dOxEPEzBFvhGvMfurJI1A,spotify:track:0dOxEPEzBFvhGvMfurJI1A,https://api.spotify.com/v1/tracks/0dOxEPEzBFvhGvMfurJI1A,https://api.spotify.com/v1/audio-analysis/0dOxEPEzBFvhGvMfurJI1A,167747.0,4.0,Modus Operandi,16JYdERnBWMgtLL7JEluUq,256
One More Day___Afrojack,0.668,0.405,4.0,-7.629,1.0,0.0277,0.592,0.0,0.115,0.234,131.064,audio_features,3TNoNv8Z80M3pfm6CcODsh,spotify:track:3TNoNv8Z80M3pfm6CcODsh,https://api.spotify.com/v1/tracks/3TNoNv8Z80M3pfm6CcODsh,https://api.spotify.com/v1/audio-analysis/3TNoNv8Z80M3pfm6CcODsh,216173.0,4.0,One More Day,43WoT1H0ferVcZ0NVjOubF,257
Glorious Morning___Waterflame,0.552,0.713,11.0,-14.311,0.0,0.0978,0.43,0.964,0.0658,0.236,75.974,audio_features,2XpXDMRJiYLygz1rFQF6rc,spotify:track:2XpXDMRJiYLygz1rFQF6rc,https://api.spotify.com/v1/tracks/2XpXDMRJiYLygz1rFQF6rc,https://api.spotify.com/v1/audio-analysis/2XpXDMRJiYLygz1rFQF6rc,112144.0,4.0,Community Favorites,6Ze3dpVkJolFZ1FQKsKeyV,258
Sun Rays___Laffey,0.725,0.306,10.0,-16.835,1.0,0.0629,0.949,0.915,0.107,0.278,116.098,audio_features,2T1CcvlbJV15sF0NJMTQZR,spotify:track:2T1CcvlbJV15sF0NJMTQZR,https://api.spotify.com/v1/tracks/2T1CcvlbJV15sF0NJMTQZR,https://api.spotify.com/v1/audio-analysis/2T1CcvlbJV15sF0NJMTQZR,149580.0,4.0,After The Rain,0EsDdoV2LM5CGelt8kwDPE,259
Bang Bang___Rita Ora,0.764,0.846,10.0,-2.743,0.0,0.0636,0.159,0.000263,0.0475,0.777,122.992,audio_features,05Odbhp1TZIDH1cqbCaEtY,spotify:track:05Odbhp1TZIDH1cqbCaEtY,https://api.spotify.com/v1/tracks/05Odbhp1TZIDH1cqbCaEtY,https://api.spotify.com/v1/audio-analysis/05Odbhp1TZIDH1cqbCaEtY,179579.0,4.0,Dance Queens,6IkqtTuNH06Vm2w0bML8X9,260
DJ Got Us Fallin' In Love (feat. Pitbull)___Usher,0.663,0.861,7.0,-3.398,0.0,0.109,0.0338,0.0,0.082,0.654,119.963,audio_features,4356Typ82hUiFAynbLYbPn,spotify:track:4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/tracks/4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/audio-analysis/4356Typ82hUiFAynbLYbPn,220800.0,4.0,Raymond v Raymond (Expanded Edition),6A1F3Fkq5dYeYYNkXflcTX,261
My Dearest (Guilty Crown)___Kayou. Beats,0.567,0.481,9.0,-12.592,0.0,0.0349,0.834,0.923,0.133,0.0711,80.039,audio_features,6qKFmqo6lVpIpLIsmWAxnv,spotify:track:6qKFmqo6lVpIpLIsmWAxnv,https://api.spotify.com/v1/tracks/6qKFmqo6lVpIpLIsmWAxnv,https://api.spotify.com/v1/audio-analysis/6qKFmqo6lVpIpLIsmWAxnv,144000.0,4.0,Anime Lofi Beats 3,1iwTkZuUPJTqzi4Dl7bFpa,262
After Rain___BVG,0.719,0.0491,9.0,-20.368,1.0,0.0393,0.886,0.948,0.104,0.215,160.095,audio_features,4YSS1kw9Egcc4Z452V1Lka,spotify:track:4YSS1kw9Egcc4Z452V1Lka,https://api.spotify.com/v1/tracks/4YSS1kw9Egcc4Z452V1Lka,https://api.spotify.com/v1/audio-analysis/4YSS1kw9Egcc4Z452V1Lka,158695.0,4.0,Floating Dreams,1BIdoS7I9FB7DjktBkVvuC,263
LUV U NEED U___Slushii,0.774,0.81,1.0,-2.984,0.0,0.0734,0.186,0.00949,0.0261,0.975,146.95,audio_features,3YVj9LLq5GMvBvoKubnUp0,spotify:track:3YVj9LLq5GMvBvoKubnUp0,https://api.spotify.com/v1/tracks/3YVj9LLq5GMvBvoKubnUp0,https://api.spotify.com/v1/audio-analysis/3YVj9LLq5GMvBvoKubnUp0,146709.0,4.0,LUV U NEED U,04ebYhavcGBpHqImHLMyml,264
Lovesick___Maroon 5,0.675,0.699,0.0,-5.894,1.0,0.0296,0.00248,0.000604,0.114,0.43,123.042,audio_features,4lejz024CsCP6S5kPD6Upb,spotify:track:4lejz024CsCP6S5kPD6Upb,https://api.spotify.com/v1/tracks/4lejz024CsCP6S5kPD6Upb,https://api.spotify.com/v1/audio-analysis/4lejz024CsCP6S5kPD6Upb,185068.0,4.0,JORDI (Deluxe),1pCA38N6MkLlthXtAOvZTU,265
Don’t Go (with Justin Bieber & Don Toliver)___Skrillex,0.689,0.695,11.0,-5.22,1.0,0.0429,0.019,0.0,0.123,0.359,75.05,audio_features,55sgQENF3LY1sUcJUwasLl,spotify:track:55sgQENF3LY1sUcJUwasLl,https://api.spotify.com/v1/tracks/55sgQENF3LY1sUcJUwasLl,https://api.spotify.com/v1/audio-analysis/55sgQENF3LY1sUcJUwasLl,168253.0,4.0,Don’t Go (with Justin Bieber & Don Toliver),76HLs4wSTOuCNwcGl4dycr,266
Dímelo___Snakehips,0.566,0.444,7.0,-12.069,0.0,0.147,0.0522,0.0,0.158,0.161,146.991,audio_features,6Xi897JXNLSoIaoYZwgTLc,spotify:track:6Xi897JXNLSoIaoYZwgTLc,https://api.spotify.com/v1/tracks/6Xi897JXNLSoIaoYZwgTLc,https://api.spotify.com/v1/audio-analysis/6Xi897JXNLSoIaoYZwgTLc,193867.0,4.0,All My Friends - EP,49qNfrOKcLAHwFboqm9VMO,267
Reminds Me Of You___Juice WRLD,0.613,0.631,4.0,-6.965,1.0,0.12,0.0663,0.0,0.169,0.33,149.992,audio_features,5YSHygGN9D0mID1NsVd5my,spotify:track:5YSHygGN9D0mID1NsVd5my,https://api.spotify.com/v1/tracks/5YSHygGN9D0mID1NsVd5my,https://api.spotify.com/v1/audio-analysis/5YSHygGN9D0mID1NsVd5my,158033.0,4.0,Reminds Me Of You,16ilcI6xOgSh3Jd3bxF6MI,268
Remedy (feat. Stevie Nicks)___Maroon 5,0.753,0.633,6.0,-7.263,0.0,0.0594,0.14,0.0,0.392,0.714,132.031,audio_features,03blI4F6MeYd6kJx26VsJ2,spotify:track:03blI4F6MeYd6kJx26VsJ2,https://api.spotify.com/v1/tracks/03blI4F6MeYd6kJx26VsJ2,https://api.spotify.com/v1/audio-analysis/03blI4F6MeYd6kJx26VsJ2,149492.0,3.0,JORDI (Deluxe),1pCA38N6MkLlthXtAOvZTU,269
NDA___Billie Eilish,0.765,0.373,8.0,-9.921,1.0,0.0713,0.341,0.525,0.112,0.554,85.016,audio_features,38GBNKZUhfBkk3oNlWzRYd,spotify:track:38GBNKZUhfBkk3oNlWzRYd,https://api.spotify.com/v1/tracks/38GBNKZUhfBkk3oNlWzRYd,https://api.spotify.com/v1/audio-analysis/38GBNKZUhfBkk3oNlWzRYd,195777.0,4.0,Happier Than Ever,0JGOiO34nwfUdDrD612dOp,270
Can't Feel My Face___The Weeknd,0.705,0.769,9.0,-5.526,0.0,0.0425,0.113,0.0,0.105,0.583,107.949,audio_features,22VdIZQfgXJea34mQxlt81,spotify:track:22VdIZQfgXJea34mQxlt81,https://api.spotify.com/v1/tracks/22VdIZQfgXJea34mQxlt81,https://api.spotify.com/v1/audio-analysis/22VdIZQfgXJea34mQxlt81,213520.0,4.0,Beauty Behind The Madness,0P3oVJBFOv3TDXlYRhGL7s,271
Strutnut - Extended Mix___Avicii,0.722,0.85,0.0,-7.973,1.0,0.0499,0.00233,0.781,0.0851,0.347,126.007,audio_features,50xbkhYwo8td5bIFD1NVL2,spotify:track:50xbkhYwo8td5bIFD1NVL2,https://api.spotify.com/v1/tracks/50xbkhYwo8td5bIFD1NVL2,https://api.spotify.com/v1/audio-analysis/50xbkhYwo8td5bIFD1NVL2,487634.0,4.0,Ryu/Strutnut,4mcUuSLe1GIJNsoj5dyLoM,272
Ceres Calls___no one's perfect,0.662,0.297,2.0,-17.546,1.0,0.0359,0.938,0.644,0.107,0.238,123.825,audio_features,4iaWW79x4IDcQHJ8oT8G5t,spotify:track:4iaWW79x4IDcQHJ8oT8G5t,https://api.spotify.com/v1/tracks/4iaWW79x4IDcQHJ8oT8G5t,https://api.spotify.com/v1/audio-analysis/4iaWW79x4IDcQHJ8oT8G5t,123871.0,4.0,12 Am. Study Session,07F8RAhtSty0D08otzAR4w,273
Do It Again___Pia Mia,0.712,0.564,8.0,-6.527,1.0,0.047,0.0266,0.0,0.0874,0.411,95.95,audio_features,72Bz4ciRZPBcVSw0nrZDHi,spotify:track:72Bz4ciRZPBcVSw0nrZDHi,https://api.spotify.com/v1/tracks/72Bz4ciRZPBcVSw0nrZDHi,https://api.spotify.com/v1/audio-analysis/72Bz4ciRZPBcVSw0nrZDHi,207747.0,4.0,Do It Again,3kBBntDYL62xlqgnulskwv,274
Secret Garden___Thaehan,0.753,0.23,3.0,-11.308,1.0,0.0619,0.729,0.934,0.108,0.13,75.076,audio_features,2CGoNxIMgzuVUazwIyWuwY,spotify:track:2CGoNxIMgzuVUazwIyWuwY,https://api.spotify.com/v1/tracks/2CGoNxIMgzuVUazwIyWuwY,https://api.spotify.com/v1/audio-analysis/2CGoNxIMgzuVUazwIyWuwY,157600.0,4.0,4 Am. Study Session,4glDpuXbaJl6SdpQGPKap4,275
Melody___VINAI,0.63,0.91,10.0,-2.681,0.0,0.058,0.0231,1.91e-06,0.125,0.525,123.017,audio_features,6Owc2SuzwO3LW1SAODYK3l,spotify:track:6Owc2SuzwO3LW1SAODYK3l,https://api.spotify.com/v1/tracks/6Owc2SuzwO3LW1SAODYK3l,https://api.spotify.com/v1/audio-analysis/6Owc2SuzwO3LW1SAODYK3l,167142.0,4.0,Melody,1pLnRSFohTMJjT6gW9CIXg,276
Wish You Were Here (feat. Brandyn Burnette)___Afrojack,0.643,0.952,6.0,-3.588,0.0,0.129,0.0852,2.24e-06,0.306,0.588,126.187,audio_features,0GevQZGBPYjfPzK8e3jxzl,spotify:track:0GevQZGBPYjfPzK8e3jxzl,https://api.spotify.com/v1/tracks/0GevQZGBPYjfPzK8e3jxzl,https://api.spotify.com/v1/audio-analysis/0GevQZGBPYjfPzK8e3jxzl,173778.0,4.0,Wish You Were Here (feat. Brandyn Burnette),56jh1XYw5wQcXmcnR46LRA,277
Hot Air Balloon___Don Diablo,0.815,0.71,6.0,-6.353,0.0,0.0469,0.129,0.528,0.113,0.572,122.967,audio_features,67p96tIoC4ESrod9kW331R,spotify:track:67p96tIoC4ESrod9kW331R,https://api.spotify.com/v1/tracks/67p96tIoC4ESrod9kW331R,https://api.spotify.com/v1/audio-analysis/67p96tIoC4ESrod9kW331R,173659.0,4.0,FORΞVΞR (DΞLUXΞ ΞDITION),53F4qZCDBwulb9eoMuWHf2,278
West Coast (feat. Quinn XCII)___DVBBS,0.714,0.798,5.0,-4.239,0.0,0.0612,0.00248,0.000678,0.103,0.659,119.017,audio_features,4fCE1SCDulouoac9Q8XroU,spotify:track:4fCE1SCDulouoac9Q8XroU,https://api.spotify.com/v1/tracks/4fCE1SCDulouoac9Q8XroU,https://api.spotify.com/v1/audio-analysis/4fCE1SCDulouoac9Q8XroU,150819.0,4.0,West Coast (feat. Quinn XCII),0tpXPxodrY4gC6cPWAuuoJ,279
